date,programmer,project,time
2025-07-07,Antonie,BIRDY,3.25
2025-07-07,Mariola,BIRDY,2.25
2025-07-07,Hella,NSTAT,1.5
2025-07-08,Mariola,BIRDY,0.5
2025-07-08,Hella,XTOR,0.25
2025-07-08,Hella,NSTAT,4.0
2025-07-08,Hella,NSTAT,0.25
2025-07-08,Antonie,BIRDY,3.5
2025-07-09,Hella,BIRDY,1.25
2025-07-09,Hella,NSTAT,4.25
2025-07-09,Hella,BIRDY,0.25
2025-07-09,Mariola,BIRDY,0.25
2025-07-09,Mariola,XTOR,1.75
2025-07-09,Hella,BIRDY,1.0
2025-07-09,Mariola,XTOR,3.25
2025-07-09,Hella,NSTAT,0.25
2025-07-09,Mariola,XTOR,1.0
2025-07-10,Mariola,NSTAT,0.25
2025-07-10,Mariola,NSTAT,0.75
2025-07-10,Hella,BIRDY,0.5
2025-07-10,Mariola,XTOR,0.25
2025-07-10,Mariola,BIRDY,2.0
2025-07-10,Mariola,NSTAT,1.25
2025-07-10,Mariola,BIRDY,0.75
2025-07-10,Antonie,BIRDY,3.25
2025-07-10,Mariola,XTOR,0.75
2025-07-11,Hella,NSTAT,2.0
2025-07-11,Mariola,BIRDY,3.25
2025-07-11,Hella,XTOR,0.75
2025-07-11,Mariola,BIRDY,0.75
2025-07-11,Hella,NSTAT,3.75
2025-07-11,Mariola,XTOR,3.25
2025-07-14,Hella,NSTAT,0.75
2025-07-14,Hella,BIRDY,1.25
2025-07-14,Mariola,NSTAT,0.5
2025-07-14,Antonie,BIRDY,1.0
2025-07-14,Hella,NSTAT,4.25
2025-07-14,Mariola,BIRDY,1.75
2025-07-15,Hella,NSTAT,1.0
2025-07-15,Mariola,NSTAT,1.25
2025-07-15,Hella,BIRDY,1.0
2025-07-15,Hella,BIRDY,1.0
2025-07-15,Mariola,NSTAT,0.25
2025-07-15,Mariola,BIRDY,2.75
2025-07-15,Mariola,BIRDY,3.0
2025-07-15,Mariola,NSTAT,0.5
2025-07-15,Hella,XTOR,0.5
2025-07-15,Hella,BIRDY,1.25
2025-07-16,Fatima,BIRDY,0.25
2025-07-16,Mariola,XTOR,3.25
2025-07-16,Mariola,BIRDY,1.75
2025-07-16,Mariola,NSTAT,1.25
2025-07-17,Hella,XTOR,1.0
2025-07-17,Antonie,BIRDY,1.5
2025-07-17,Hella,BIRDY,0.75
2025-07-17,Fatima,XTOR,0.25
2025-07-17,Mariola,XTOR,3.5
2025-07-17,Hella,NSTAT,2.5
2025-07-17,Hella,XTOR,1.25
2025-07-17,Antonie,BIRDY,1.0
2025-07-17,Mariola,BIRDY,2.25
2025-07-18,Antonie,BIRDY,1.0
2025-07-18,Hella,XTOR,0.75
2025-07-18,Mariola,BIRDY,1.5
2025-07-18,Mariola,NSTAT,0.5
2025-07-18,Mariola,XTOR,1.25
2025-07-18,Mariola,XTOR,3.5
2025-07-18,Hella,BIRDY,1.5
2025-07-21,Mariola,NSTAT,1.25
2025-07-21,Mariola,NSTAT,0.25
2025-07-21,Mariola,BIRDY,1.0
2025-07-21,Hella,XTOR,1.25
2025-07-21,Mariola,NSTAT,1.25
2025-07-22,Mariola,BIRDY,0.5
2025-07-22,Mariola,NSTAT,0.75
2025-07-22,Hella,BIRDY,0.75
2025-07-22,Hella,NSTAT,2.0
2025-07-22,Hella,NSTAT,0.25
2025-07-22,Hella,NSTAT,1.0
2025-07-22,Fatima,BIRDY,0.5
2025-07-22,Mariola,NSTAT,0.75
2025-07-23,Antonie,BIRDY,0.75
2025-07-23,Hella,NSTAT,1.25
2025-07-23,Hella,NSTAT,2.75
2025-07-23,Hella,BIRDY,0.25
2025-07-23,Mariola,NSTAT,0.5
2025-07-23,Hella,NSTAT,2.75
2025-07-24,Hella,BIRDY,0.75
2025-07-24,Hella,NSTAT,1.0
2025-07-24,Antonie,NSTAT,0.5
2025-07-24,Elise,NSTAT,2.25
2025-07-24,Hella,XTOR,0.5
2025-07-24,Hella,NSTAT,4.25
2025-07-25,Mariola,BIRDY,1.5
2025-07-25,Mariola,BIRDY,0.75
2025-07-25,Hella,NSTAT,4.25
2025-07-25,Mariola,BIRDY,2.5
2025-07-25,Hella,BIRDY,0.5
2025-07-25,Hella,NSTAT,2.75
2025-07-25,Hella,XTOR,0.75
2025-07-25,Hella,XTOR,0.75
2025-07-28,Mariola,NSTAT,0.75
2025-07-28,Hella,BIRDY,0.25
2025-07-28,Mariola,XTOR,4.0
2025-07-28,Mariola,XTOR,1.25
2025-07-29,Mariola,XTOR,2.0
2025-07-29,Mariola,BIRDY,1.25
2025-07-29,Hella,NSTAT,4.0
2025-07-29,Hella,XTOR,1.25
2025-07-29,Hella,BIRDY,1.25
2025-07-29,Hella,BIRDY,1.75
2025-07-29,Hella,XTOR,1.0
2025-07-29,Hella,XTOR,1.25
2025-07-29,Mariola,BIRDY,1.0
2025-07-30,Hella,XTOR,0.75
2025-07-30,Hella,NSTAT,2.25
2025-07-30,Hella,BIRDY,1.0
2025-07-30,Mariola,BIRDY,2.0
2025-07-30,Hella,XTOR,0.75
2025-07-31,Hella,XTOR,1.25
2025-07-31,Mariola,BIRDY,2.25
2025-07-31,Hella,BIRDY,1.0
2025-07-31,Mariola,NSTAT,1.0
2025-07-31,Hella,NSTAT,1.5
2025-07-31,Mariola,BIRDY,1.0
2025-08-01,Hella,BIRDY,1.0
2025-08-01,Mariola,XTOR,3.75
2025-08-01,Hella,XTOR,1.0
2025-08-01,Mariola,BIRDY,1.0
2025-08-04,Hella,NSTAT,3.5
2025-08-04,Mariola,BIRDY,2.0
2025-08-04,Mariola,BIRDY,2.25
2025-08-04,Mariola,BIRDY,3.0
2025-08-04,Mariola,NSTAT,1.0
2025-08-04,Hella,XTOR,0.25
2025-08-04,Mariola,XTOR,3.0
2025-08-05,Mariola,BIRDY,1.25
2025-08-05,Mariola,BIRDY,0.75
2025-08-05,Mariola,BIRDY,3.0
2025-08-05,Mariola,NSTAT,0.25
2025-08-05,Mariola,XTOR,0.75
2025-08-05,Mariola,XTOR,1.5
2025-08-06,Mariola,BIRDY,0.25
2025-08-06,Hella,BIRDY,0.25
2025-08-06,Hella,NSTAT,3.0
2025-08-06,Hella,BIRDY,0.5
2025-08-06,Mariola,BIRDY,2.5
2025-08-06,Mariola,NSTAT,0.25
2025-08-06,Mariola,XTOR,1.5
2025-08-07,Mariola,NSTAT,1.25
2025-08-07,Hella,NSTAT,3.25
2025-08-07,Mariola,BIRDY,2.75
2025-08-07,Mariola,NSTAT,0.5
2025-08-08,Hella,XTOR,0.25
2025-08-08,Fatima,BIRDY,0.75
2025-08-08,Hella,NSTAT,3.0
2025-08-08,Hella,XTOR,1.0
2025-08-08,Mariola,NSTAT,0.25
2025-08-08,Hella,BIRDY,0.5
2025-08-08,Hella,NSTAT,2.0
2025-08-08,Hella,NSTAT,2.75
2025-08-08,Hella,NSTAT,4.0
2025-08-11,Hella,BIRDY,1.25
2025-08-11,Hella,NSTAT,1.0
2025-08-11,Mariola,BIRDY,0.5
2025-08-11,Mariola,NSTAT,0.75
2025-08-11,Mariola,NSTAT,1.0
2025-08-11,Hella,BIRDY,1.75
2025-08-12,Hella,NSTAT,2.25
2025-08-12,Mariola,NSTAT,0.25
2025-08-12,Hella,NSTAT,1.75
2025-08-12,Mariola,NSTAT,1.25
2025-08-12,Fatima,BIRDY,0.75
2025-08-13,Mariola,XTOR,3.25
2025-08-13,Mariola,XTOR,1.25
2025-08-13,Hella,NSTAT,4.25
2025-08-14,Mariola,BIRDY,3.25
2025-08-14,Hella,NSTAT,4.25
2025-08-14,Hella,NSTAT,0.25
2025-08-14,Hella,NSTAT,1.75
2025-08-14,Mariola,NSTAT,0.75
2025-08-14,Hella,NSTAT,2.75
2025-08-14,Hella,NSTAT,3.75
2025-08-15,Hella,BIRDY,1.75
2025-08-15,Antonie,BIRDY,2.25
2025-08-15,Hella,NSTAT,1.25
2025-08-15,Hella,XTOR,1.25
2025-08-15,Mariola,XTOR,1.5
2025-08-15,Hella,BIRDY,1.25
2025-08-15,Mariola,NSTAT,0.75
2025-08-15,Mariola,NSTAT,0.25
2025-08-15,Mariola,BIRDY,0.5
2025-08-15,Hella,NSTAT,1.25
2025-08-18,Mariola,XTOR,0.25
2025-08-18,Mariola,XTOR,0.75
2025-08-18,Mariola,NSTAT,0.25
2025-08-19,Mariola,XTOR,3.5
2025-08-19,Fatima,XTOR,0.25
2025-08-19,Mariola,XTOR,0.25
2025-08-19,Hella,NSTAT,1.0
2025-08-19,Hella,XTOR,1.25
2025-08-19,Mariola,NSTAT,0.25
2025-08-19,Hella,NSTAT,0.5
2025-08-20,Fatima,XTOR,0.25
2025-08-20,Fatima,NSTAT,1.25
2025-08-20,Hella,BIRDY,0.75
2025-08-20,Antonie,NSTAT,0.75
2025-08-21,Mariola,BIRDY,0.25
2025-08-21,Hella,BIRDY,1.75
2025-08-21,Hella,NSTAT,3.5
2025-08-21,Hella,XTOR,0.25
2025-08-21,Mariola,NSTAT,0.5
2025-08-22,Mariola,NSTAT,0.5
2025-08-22,Mariola,XTOR,3.25
2025-08-22,Mariola,XTOR,4.0
2025-08-25,Hella,XTOR,0.75
2025-08-25,Hella,NSTAT,1.75
2025-08-25,Mariola,XTOR,3.0
2025-08-25,Hella,XTOR,0.75
2025-08-26,Mariola,XTOR,2.25
2025-08-26,Hella,NSTAT,3.25
2025-08-26,Hella,BIRDY,0.25
2025-08-26,Mariola,XTOR,4.0
2025-08-26,Hella,BIRDY,1.75
2025-08-26,Mariola,NSTAT,1.25
2025-08-26,Antonie,BIRDY,1.25
2025-08-26,Mariola,BIRDY,1.5
2025-08-27,Hella,NSTAT,4.0
2025-08-27,Mariola,NSTAT,0.75
2025-08-27,Hella,XTOR,0.5
2025-08-27,Hella,BIRDY,0.25
2025-08-27,Hella,NSTAT,3.0
2025-08-27,Mariola,BIRDY,1.0
2025-08-28,Hella,BIRDY,1.0
2025-08-28,Hella,BIRDY,1.5
2025-08-28,Mariola,XTOR,4.25
2025-08-28,Mariola,XTOR,2.5
2025-08-28,Hella,BIRDY,1.25
2025-08-28,Mariola,BIRDY,1.25
2025-08-28,Hella,XTOR,1.25
2025-08-28,Mariola,BIRDY,2.0
2025-08-29,Hella,XTOR,1.25
2025-08-29,Hella,NSTAT,1.5
2025-08-29,Hella,BIRDY,1.75
2025-08-29,Mariola,XTOR,4.0
2025-09-01,Hella,XTOR,0.75
2025-09-01,Hella,XTOR,0.5
2025-09-01,Mariola,BIRDY,0.5
2025-09-01,Hella,BIRDY,0.25
2025-09-01,Antonie,XTOR,0.5
2025-09-01,Hella,BIRDY,1.25
2025-09-01,Mariola,XTOR,4.25
2025-09-01,Mariola,NSTAT,1.25
2025-09-01,Antonie,BIRDY,2.5
2025-09-02,Hella,NSTAT,1.25
2025-09-02,Antonie,NSTAT,0.5
2025-09-02,Mariola,NSTAT,1.25
2025-09-02,Mariola,BIRDY,2.25
2025-09-03,Mariola,BIRDY,2.0
2025-09-03,Fatima,NSTAT,0.75
2025-09-03,Hella,XTOR,0.75
2025-09-03,Mariola,NSTAT,0.5
2025-09-03,Mariola,NSTAT,1.0
2025-09-04,Mariola,BIRDY,0.25
2025-09-04,Mariola,XTOR,1.5
2025-09-04,Hella,NSTAT,1.0
2025-09-04,Hella,BIRDY,1.5
2025-09-04,Hella,NSTAT,2.75
2025-09-04,Mariola,NSTAT,0.75
2025-09-04,Hella,BIRDY,0.25
2025-09-05,Hella,BIRDY,0.75
2025-09-05,Hella,BIRDY,0.25
2025-09-05,Hella,BIRDY,0.75
2025-09-05,Hella,XTOR,0.75
2025-09-05,Mariola,BIRDY,2.75
2025-09-05,Hella,XTOR,0.75
2025-09-05,Hella,BIRDY,1.0
2025-09-05,Mariola,NSTAT,0.25
2025-09-08,Mariola,NSTAT,1.0
2025-09-08,Hella,NSTAT,2.5
2025-09-08,Mariola,XTOR,0.75
2025-09-09,Hella,NSTAT,1.75
2025-09-09,Hella,NSTAT,4.0
2025-09-09,Hella,NSTAT,2.75
2025-09-09,Mariola,NSTAT,1.25
2025-09-09,Fatima,NSTAT,0.75
2025-09-09,Hella,BIRDY,1.0
2025-09-09,Mariola,BIRDY,0.75
2025-09-09,Antonie,XTOR,1.0
2025-09-10,Mariola,NSTAT,0.25
2025-09-10,Hella,BIRDY,1.0
2025-09-10,Mariola,NSTAT,0.5
2025-09-10,Hella,NSTAT,1.75
2025-09-10,Fatima,BIRDY,1.25
2025-09-10,Hella,NSTAT,3.0
2025-09-10,Mariola,BIRDY,1.75
2025-09-10,Hella,BIRDY,1.75
2025-09-10,Antonie,NSTAT,0.5
2025-09-10,Mariola,BIRDY,2.75
2025-09-11,Mariola,XTOR,3.5
2025-09-11,Mariola,BIRDY,2.75
2025-09-11,Hella,NSTAT,2.5
2025-09-11,Mariola,XTOR,2.25
2025-09-11,Mariola,NSTAT,0.75
2025-09-11,Mariola,BIRDY,1.5
2025-09-12,Hella,NSTAT,2.75
2025-09-12,Hella,BIRDY,1.5
2025-09-12,Hella,NSTAT,0.5
2025-09-12,Mariola,BIRDY,2.75
2025-09-12,Mariola,BIRDY,2.0
2025-09-12,Hella,XTOR,1.0
2025-09-12,Mariola,NSTAT,0.25
2025-09-12,Hella,BIRDY,1.5
2025-09-15,Hella,BIRDY,1.0
2025-09-15,Hella,XTOR,1.0
2025-09-15,Hella,NSTAT,3.0
2025-09-15,Hella,BIRDY,0.75
2025-09-15,Hella,BIRDY,0.25
2025-09-16,Mariola,NSTAT,1.25
2025-09-16,Hella,XTOR,0.75
2025-09-16,Mariola,BIRDY,3.0
2025-09-16,Hella,BIRDY,1.0
2025-09-16,Mariola,BIRDY,0.25
2025-09-16,Mariola,NSTAT,1.25
2025-09-16,Hella,BIRDY,1.0
2025-09-16,Elise,XTOR,0.75
2025-09-17,Mariola,BIRDY,2.0
2025-09-17,Mariola,XTOR,0.75
2025-09-17,Hella,NSTAT,1.0
2025-09-17,Hella,NSTAT,3.25
2025-09-17,Mariola,BIRDY,1.0
2025-09-17,Mariola,XTOR,0.75
2025-09-17,Antonie,XTOR,1.0
2025-09-17,Mariola,XTOR,1.25
2025-09-17,Hella,BIRDY,0.25
2025-09-17,Mariola,NSTAT,1.0
2025-09-18,Hella,BIRDY,0.75
2025-09-18,Hella,XTOR,1.0
2025-09-18,Hella,NSTAT,3.0
2025-09-18,Hella,NSTAT,2.5
2025-09-18,Mariola,NSTAT,1.0
2025-09-19,Hella,NSTAT,2.25
2025-09-19,Hella,XTOR,0.25
2025-09-19,Hella,XTOR,0.5
2025-09-22,Antonie,BIRDY,3.5
2025-09-22,Hella,XTOR,1.0
2025-09-22,Mariola,XTOR,2.75
2025-09-22,Mariola,XTOR,2.75
2025-09-22,Antonie,BIRDY,0.75
2025-09-22,Hella,NSTAT,4.25
2025-09-22,Mariola,BIRDY,1.25
2025-09-22,Mariola,XTOR,3.25
2025-09-22,Mariola,XTOR,1.5
2025-09-22,Hella,BIRDY,0.25
2025-09-23,Antonie,XTOR,1.0
2025-09-23,Elise,XTOR,0.75
2025-09-23,Mariola,BIRDY,1.5
2025-09-23,Hella,NSTAT,0.5
2025-09-23,Hella,BIRDY,1.0
2025-09-23,Hella,NSTAT,3.25
2025-09-23,Mariola,NSTAT,0.5
2025-09-23,Mariola,BIRDY,1.75
2025-09-23,Mariola,XTOR,1.5
2025-09-24,Mariola,BIRDY,1.0
2025-09-24,Mariola,NSTAT,0.75
2025-09-24,Hella,NSTAT,4.0
2025-09-24,Mariola,NSTAT,0.75
2025-09-24,Mariola,BIRDY,1.0
2025-09-24,Antonie,NSTAT,0.5
2025-09-24,Mariola,BIRDY,1.0
2025-09-24,Fatima,XTOR,0.25
2025-09-25,Mariola,NSTAT,1.25
2025-09-25,Hella,BIRDY,1.25
2025-09-25,Mariola,NSTAT,0.75
2025-09-25,Mariola,XTOR,3.75
2025-09-25,Mariola,XTOR,1.5
2025-09-26,Hella,XTOR,1.0
2025-09-26,Hella,XTOR,0.25
2025-09-26,Hella,NSTAT,0.75
2025-09-26,Mariola,BIRDY,1.0
2025-09-26,Mariola,XTOR,2.0
2025-09-26,Antonie,BIRDY,2.75
2025-09-26,Hella,XTOR,0.25
2025-09-26,Mariola,BIRDY,3.25
2025-09-29,Mariola,XTOR,2.75
2025-09-29,Hella,XTOR,0.25
2025-09-29,Hella,XTOR,0.25
2025-09-29,Hella,NSTAT,4.25
2025-09-29,Hella,NSTAT,1.0
2025-09-29,Hella,BIRDY,1.0
2025-09-29,Mariola,NSTAT,0.5
2025-09-29,Mariola,NSTAT,1.0
2025-09-29,Mariola,BIRDY,3.0
2025-09-30,Mariola,BIRDY,1.25
2025-09-30,Antonie,BIRDY,3.0
2025-09-30,Hella,NSTAT,0.5
2025-09-30,Hella,NSTAT,1.75
2025-09-30,Mariola,BIRDY,0.25
2025-09-30,Hella,BIRDY,0.25
2025-10-01,Hella,NSTAT,2.25
2025-10-01,Hella,NSTAT,4.0
2025-10-01,Antonie,NSTAT,0.75
2025-10-01,Hella,NSTAT,4.25
2025-10-01,Fatima,NSTAT,0.5
2025-10-01,Mariola,NSTAT,0.5
2025-10-01,Hella,NSTAT,2.5
2025-10-01,Hella,BIRDY,0.75
2025-10-01,Antonie,NSTAT,0.5
2025-10-01,Mariola,BIRDY,1.75
2025-10-02,Mariola,NSTAT,1.0
2025-10-02,Hella,BIRDY,1.25
2025-10-02,Mariola,BIRDY,2.5
2025-10-02,Mariola,NSTAT,1.25
2025-10-02,Hella,NSTAT,2.75
2025-10-02,Hella,BIRDY,0.25
2025-10-02,Mariola,NSTAT,1.25
2025-10-03,Hella,NSTAT,4.25
2025-10-03,Hella,NSTAT,1.25
2025-10-03,Mariola,NSTAT,0.25
2025-10-03,Mariola,XTOR,1.25
2025-10-03,Hella,BIRDY,1.75
2025-10-03,Mariola,NSTAT,0.75
2025-10-03,Hella,BIRDY,1.25
2025-10-03,Mariola,XTOR,1.0
2025-10-03,Hella,NSTAT,3.0
2025-10-06,Hella,XTOR,1.25
2025-10-06,Mariola,BIRDY,1.25
2025-10-06,Hella,NSTAT,3.0
2025-10-06,Hella,NSTAT,2.0
2025-10-07,Hella,NSTAT,1.75
2025-10-07,Fatima,BIRDY,0.75
2025-10-07,Hella,NSTAT,2.5
2025-10-07,Mariola,NSTAT,1.0
2025-10-08,Hella,NSTAT,2.5
2025-10-08,Fatima,BIRDY,0.25
2025-10-08,Mariola,XTOR,1.5
2025-10-08,Hella,XTOR,0.75
2025-10-08,Mariola,XTOR,3.25
2025-10-09,Mariola,BIRDY,0.75
2025-10-09,Hella,NSTAT,4.25
2025-10-09,Hella,NSTAT,2.25
2025-10-09,Hella,XTOR,0.75
2025-10-09,Mariola,NSTAT,1.0
2025-10-09,Hella,BIRDY,0.5
2025-10-10,Mariola,NSTAT,1.0
2025-10-10,Hella,NSTAT,1.5
2025-10-10,Fatima,BIRDY,0.25
2025-10-10,Mariola,NSTAT,0.25
2025-10-10,Mariola,BIRDY,3.25
2025-10-10,Fatima,NSTAT,0.5
2025-10-10,Hella,XTOR,0.25
2025-10-13,Mariola,BIRDY,0.75
2025-10-13,Mariola,XTOR,3.0
2025-10-13,Mariola,NSTAT,1.25
2025-10-13,Antonie,BIRDY,3.25
2025-10-13,Hella,BIRDY,1.25
2025-10-13,Mariola,NSTAT,0.25
2025-10-14,Mariola,XTOR,3.5
2025-10-14,Hella,NSTAT,1.75
2025-10-14,Antonie,NSTAT,0.5
2025-10-14,Mariola,BIRDY,1.25
2025-10-15,Hella,BIRDY,1.25
2025-10-15,Hella,XTOR,0.75
2025-10-15,Mariola,NSTAT,0.75
2025-10-15,Hella,NSTAT,1.75
2025-10-15,Fatima,BIRDY,0.75
2025-10-16,Hella,XTOR,1.25
2025-10-16,Hella,BIRDY,1.5
2025-10-16,Hella,XTOR,1.0
2025-10-16,Fatima,BIRDY,0.25
2025-10-16,Mariola,BIRDY,1.25
2025-10-16,Mariola,XTOR,4.0
2025-10-16,Mariola,NSTAT,1.0
2025-10-16,Mariola,BIRDY,2.5
2025-10-17,Hella,NSTAT,4.25
2025-10-17,Hella,NSTAT,1.25
2025-10-17,Mariola,NSTAT,0.5
2025-10-17,Hella,NSTAT,3.75
2025-10-17,Antonie,NSTAT,1.0
2025-10-20,Mariola,NSTAT,1.0
2025-10-20,Hella,XTOR,0.25
2025-10-20,Fatima,BIRDY,0.75
2025-10-20,Hella,NSTAT,1.5
2025-10-20,Mariola,BIRDY,0.5
2025-10-20,Mariola,BIRDY,2.0
2025-10-20,Hella,XTOR,0.5
2025-10-20,Mariola,BIRDY,3.25
2025-10-20,Hella,BIRDY,1.75
2025-10-21,Fatima,NSTAT,1.25
2025-10-21,Mariola,BIRDY,2.0
2025-10-21,Hella,BIRDY,0.5
2025-10-21,Mariola,XTOR,2.75
2025-10-21,Hella,BIRDY,0.5
2025-10-21,Hella,BIRDY,0.25
2025-10-21,Hella,BIRDY,0.5
2025-10-22,Mariola,BIRDY,0.5
2025-10-22,Mariola,NSTAT,0.5
2025-10-22,Hella,BIRDY,0.25
2025-10-22,Fatima,NSTAT,0.25
2025-10-23,Mariola,NSTAT,1.25
2025-10-23,Mariola,NSTAT,1.0
2025-10-23,Hella,NSTAT,4.0
2025-10-23,Hella,NSTAT,0.75
2025-10-23,Hella,BIRDY,1.75
2025-10-23,Antonie,XTOR,0.5
2025-10-23,Fatima,BIRDY,0.75
2025-10-24,Mariola,XTOR,1.0
2025-10-24,Hella,NSTAT,1.25
2025-10-24,Hella,NSTAT,3.0
2025-10-24,Antonie,XTOR,0.5
2025-10-24,Antonie,BIRDY,2.25
2025-10-27,Mariola,BIRDY,2.0
2025-10-27,Hella,NSTAT,1.25
2025-10-27,Hella,NSTAT,4.25
2025-10-27,Mariola,NSTAT,0.5
2025-10-28,Mariola,XTOR,3.0
2025-10-28,Mariola,NSTAT,0.75
2025-10-28,Hella,BIRDY,1.5
2025-10-28,Mariola,BIRDY,1.75
2025-10-28,Mariola,BIRDY,3.0
2025-10-29,Mariola,XTOR,1.75
2025-10-29,Mariola,BIRDY,1.25
2025-10-29,Mariola,BIRDY,3.25
2025-10-29,Mariola,NSTAT,0.75
2025-10-29,Mariola,BIRDY,2.0
2025-10-29,Antonie,BIRDY,3.25
2025-10-30,Mariola,NSTAT,1.25
2025-10-30,Mariola,BIRDY,2.75
2025-10-30,Mariola,BIRDY,1.25
2025-10-30,Hella,XTOR,1.25
2025-10-30,Mariola,NSTAT,0.25
2025-10-30,Hella,BIRDY,1.0
2025-10-30,Mariola,XTOR,2.0
2025-10-31,Mariola,NSTAT,0.5
2025-10-31,Mariola,BIRDY,2.75
2025-10-31,Elise,BIRDY,1.0
2025-10-31,Hella,XTOR,0.75
2025-10-31,Mariola,BIRDY,2.5
2025-10-31,Hella,BIRDY,0.75
2025-10-31,Mariola,XTOR,4.25
2025-11-03,Hella,NSTAT,1.75
2025-11-03,Hella,BIRDY,1.75
2025-11-03,Hella,XTOR,0.25
2025-11-03,Mariola,BIRDY,3.25
2025-11-03,Fatima,BIRDY,1.0
2025-11-03,Hella,XTOR,0.25
2025-11-04,Hella,BIRDY,0.5
2025-11-04,Hella,NSTAT,3.75
2025-11-04,Hella,NSTAT,0.25
2025-11-04,Hella,BIRDY,1.5
2025-11-04,Antonie,NSTAT,0.75
2025-11-04,Hella,BIRDY,1.25
2025-11-04,Hella,XTOR,0.5
2025-11-04,Mariola,BIRDY,2.5
2025-11-04,Mariola,BIRDY,2.5
2025-11-05,Mariola,NSTAT,1.0
2025-11-05,Mariola,BIRDY,2.5
2025-11-05,Hella,BIRDY,1.5
2025-11-05,Mariola,XTOR,0.5
2025-11-05,Mariola,NSTAT,0.25
2025-11-05,Hella,BIRDY,1.5
2025-11-05,Antonie,NSTAT,0.75
2025-11-05,Hella,BIRDY,0.75
2025-11-06,Mariola,BIRDY,1.25
2025-11-06,Hella,NSTAT,1.25
2025-11-06,Hella,XTOR,1.0
2025-11-06,Mariola,XTOR,3.5
2025-11-06,Mariola,XTOR,3.5
2025-11-06,Mariola,BIRDY,2.75
2025-11-06,Mariola,XTOR,0.75
2025-11-06,Mariola,NSTAT,0.75
2025-11-06,Mariola,XTOR,0.25
2025-11-07,Mariola,XTOR,0.25
2025-11-07,Hella,XTOR,0.75
2025-11-07,Mariola,XTOR,2.25
2025-11-07,Antonie,NSTAT,0.5
2025-11-07,Mariola,NSTAT,0.5
2025-11-07,Antonie,BIRDY,1.0
2025-11-07,Mariola,BIRDY,0.5
2025-11-07,Hella,BIRDY,1.5
2025-11-07,Antonie,XTOR,1.0
2025-11-10,Mariola,BIRDY,0.25
2025-11-10,Hella,NSTAT,1.25
2025-11-10,Mariola,NSTAT,1.0
2025-11-10,Antonie,XTOR,0.75
2025-11-10,Hella,BIRDY,0.5
2025-11-10,Hella,NSTAT,1.0
2025-11-11,Hella,XTOR,0.5
2025-11-11,Mariola,NSTAT,0.25
2025-11-11,Mariola,BIRDY,1.75
2025-11-11,Hella,NSTAT,3.25
2025-11-11,Fatima,XTOR,0.25
2025-11-11,Mariola,BIRDY,0.75
2025-11-11,Hella,XTOR,0.25
2025-11-12,Hella,XTOR,0.75
2025-11-12,Mariola,NSTAT,0.25
2025-11-12,Hella,NSTAT,3.75
2025-11-12,Mariola,BIRDY,2.25
2025-11-12,Mariola,NSTAT,0.75
2025-11-13,Hella,XTOR,1.0
2025-11-13,Hella,XTOR,1.25
2025-11-13,Mariola,XTOR,0.5
2025-11-13,Mariola,BIRDY,1.0
2025-11-13,Mariola,XTOR,3.0
2025-11-13,Mariola,NSTAT,0.75
2025-11-13,Hella,NSTAT,2.0
2025-11-13,Mariola,NSTAT,0.25
2025-11-14,Mariola,BIRDY,3.25
2025-11-14,Hella,BIRDY,0.75
2025-11-14,Hella,XTOR,0.5
2025-11-14,Hella,BIRDY,1.5
2025-11-14,Hella,NSTAT,1.0
2025-11-14,Hella,BIRDY,1.25
2025-11-14,Antonie,BIRDY,2.25
2025-11-14,Hella,BIRDY,0.5
2025-11-14,Hella,NSTAT,3.75
2025-11-14,Hella,NSTAT,2.0
2025-11-17,Hella,BIRDY,1.5
2025-11-17,Hella,BIRDY,0.5
2025-11-17,Hella,NSTAT,2.0
2025-11-17,Hella,BIRDY,1.25
2025-11-17,Mariola,NSTAT,0.25
2025-11-17,Mariola,BIRDY,0.75
2025-11-17,Mariola,BIRDY,1.75
2025-11-18,Mariola,BIRDY,3.25
2025-11-18,Hella,NSTAT,0.25
2025-11-18,Mariola,BIRDY,2.0
2025-11-18,Antonie,NSTAT,1.0
2025-11-18,Hella,XTOR,1.0
2025-11-18,Hella,BIRDY,0.5
2025-11-18,Hella,NSTAT,3.5
2025-11-19,Mariola,NSTAT,0.75
2025-11-19,Antonie,NSTAT,0.5
2025-11-19,Antonie,BIRDY,1.0
2025-11-19,Fatima,NSTAT,1.25
2025-11-19,Mariola,XTOR,4.25
2025-11-20,Mariola,XTOR,4.25
2025-11-20,Hella,XTOR,0.75
2025-11-20,Hella,BIRDY,0.75
2025-11-20,Mariola,NSTAT,0.75
2025-11-20,Hella,BIRDY,1.0
2025-11-20,Mariola,XTOR,2.25
2025-11-20,Antonie,NSTAT,0.75
2025-11-21,Antonie,BIRDY,2.0
2025-11-21,Mariola,BIRDY,0.25
2025-11-21,Antonie,NSTAT,0.75
2025-11-21,Hella,NSTAT,0.5
2025-11-21,Hella,NSTAT,0.5
2025-11-21,Antonie,XTOR,0.5
2025-11-21,Hella,BIRDY,0.5
2025-11-24,Hella,NSTAT,2.75
2025-11-24,Hella,BIRDY,1.25
2025-11-24,Mariola,BIRDY,2.0
2025-11-24,Mariola,XTOR,2.0
2025-11-24,Hella,BIRDY,1.25
2025-11-24,Hella,BIRDY,1.25
